# x  err_euler  err_heun
      0.000000000000      0.000000000000      0.000000000000
      0.100000001490      0.029573815370     -0.005198122018
      0.200000002980      0.081365497495     -0.009119517068
      0.300000004470      0.143882370620     -0.011286912627
      0.400000005960      0.205163090744     -0.011536065202
      0.500000007451      0.254643336490     -0.010011026865
      0.600000008941      0.284631015380     -0.007112829727
      0.700000010431      0.291203083086     -0.003413849732
      0.800000011921      0.274442191821      0.000445819785
      0.900000013411      0.238039880799      0.003862463881
      1.000000014901      0.188387118311      0.006357385944
      1.100000016391      0.133339716828      0.007638039975
      1.200000017881      0.080877898214      0.007624946792
      1.300000019372      0.037874567621      0.006443543975
      1.400000020862      0.009149852800      0.004385549918
      1.500000022352     -0.003071102611      0.001848637260
      1.600000023842      0.000747244978     -0.000734316916
      1.700000025332      0.017775648832     -0.002964618870
      1.800000026822      0.043474836464     -0.004535328001
      1.900000028312      0.072448935942     -0.005269350626
      2.000000029802      0.099348458046     -0.005134099649
      2.100000031292      0.119680357855     -0.004232713760
      2.200000032783      0.130410433672     -0.002775406363
      2.300000034273      0.130285920877     -0.001037206078
      2.400000035763      0.119855689952      0.000690169218
      2.500000037253      0.101213740437      0.002144404590
      2.600000038743      0.077531450930      0.003129808355
      2.700000040233      0.052470042787      0.003540826552
      2.800000041723      0.029574286205      0.003369568584
      2.900000043213      0.011741724960      0.002697717463
      3.000000044703      0.000841203791      0.001675544821
      3.100000046194     -0.002475316059      0.000492459228
      3.200000047684      0.001242659304     -0.000655613412
      3.300000049174      0.010441443755     -0.001596739582
      3.400000050664      0.022894922502     -0.002206924299
      3.500000052154      0.036107358383     -0.002424465155
      3.600000053644      0.047719038442     -0.002253437240
      3.700000055134      0.055852604362     -0.001756811656
      3.800000056624      0.059352874487     -0.001041243898
      3.900000058115      0.057893704807     -0.000236645491
      4.000000059605      0.051948237726      0.000525848226
      4.100000061095      0.042640076144      0.001134000351
      4.200000062585      0.031509417172      0.001509796697
      4.300000064075      0.020237914561      0.001618090856
      4.400000065565      0.010378170069      0.001467886789
      4.500000067055      0.003128679856      0.001106763925
      4.600000068545     -0.000815757499      0.000609947814
      4.700000070035     -0.001322532386      0.000066203241
      4.800000071526      0.001211637783     -0.000436995727
      4.900000073016      0.005971216080     -0.000826687533
      5.000000074506      0.011885750467     -0.001054172728
      5.100000075996      0.017817088022     -0.001100134433
      5.200000077486      0.022739119059     -0.000974789015
      5.300000078976      0.025883339940     -0.000713516936
      5.400000080466      0.026831279950     -0.000369070436
      5.500000081956      0.025544747649     -0.000001872570
      5.600000083447      0.022335198929      0.000329930811
      5.700000084937      0.017782692510      0.000579124992
      5.800000086427      0.012621593478      0.000715589177
      5.900000087917      0.007613625273      0.000729265003
      6.000000089407      0.003428840241      0.000629781899
      6.100000090897      0.000551913381      0.000443114589
      6.200000092387     -0.000774355565      0.000206065082
      6.300000093877     -0.000563253897     -0.000040382002
      6.400000095367      0.000942061920     -0.000257709881
      6.500000096858      0.003327366239     -0.000415510695
      6.600000098348      0.006086674913     -0.000495352704
      6.700000099838      0.008708015047     -0.000492452444
      6.800000101328      0.010751953964     -0.000415105613
      6.900000102818      0.011911595955     -0.000282176807
      7.000000104308      0.012046657091     -0.000119215790
      7.100000105798      0.011188886219      0.000046076526
      7.200000107288      0.009520731560      0.000188278794
      7.300000108778      0.007333053187      0.000287910544
      7.400000110269      0.004970326368      0.000333838751
      7.500000111759      0.002772885496      0.000324181931
      7.600000113249      0.001025301058      0.000265716807
      7.700000114739     -0.000081818825      0.000172020570
      7.800000116229     -0.000472052593      0.000060752475
      7.900000117719     -0.000184040558     -0.000049428634
      8.000000119209      0.000645280701     -0.000141805943
      8.100000120699      0.001810848187     -0.000203970102
      8.200000122190      0.003077168187     -0.000229302412
      8.300000123680      0.004217070720     -0.000217433480
      8.400000125170      0.005045509548     -0.000173704842
      8.500000126660      0.005443722643     -0.000107810589
      8.600000128150      0.005370984420     -0.000031904245
      8.700000129640      0.004863337508      0.000041489404
      8.800000131130      0.004020736448      0.000101420402
      8.900000132620      0.002985667250      0.000140034264
      9.000000134110      0.001917315587      0.000153475680
      9.100000135601      0.000965647925      0.000142096110
      9.200000137091      0.000249367851      0.000109999859
      9.300000138581     -0.000159258371      0.000064060823
      9.400000140071     -0.000241045851      0.000012610279
      9.500000141561     -0.000027803018     -0.000035972778
      9.600000143051      0.000407338940     -0.000074544437
      9.700000144541      0.000964982155     -0.000098168176
      9.800000146031      0.001537094194     -0.000104657889
      9.900000147521      0.002024281086     -0.000094649642
